row_id,county_code,state,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,rucc,urban_influence,economic_typology,pct_civilian_labor,pct_unemployment,pct_uninsured_adults,pct_uninsured_children,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,air_pollution_particulate_matter_value,homicides_per_100k,motor_vehicle_crash_deaths_per_100k,heart_disease_mortality_per_100k,pop_per_dentist,pop_per_primary_care_physician,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,birth_rate_per_1k,death_rate_per_1k
312,0e90d4d,528ea9f,4994.0,425.0,20.656,1.0,25.944,0.9469462006441609,0.01555727861942821,0.021979005129428606,0.0067398306095669816,0.0007853194958050022,0.0,0.007992365501610404,0.0,15.471,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.48,0.06,0.233,0.087,0.301,,0.127,0.09,,0.305,13.450228581403275,,35.0,349,5090.0,2519.0,0.514,0.223,0.195,0.17946161515453637,0.38085742771684944,0.3070787637088733,0.13260219341974078,14.04494382,14.04494382
313,0602f87,9dda412,335861.0,23648.0,19.988,431.0,30.663,0.8379087183271342,0.048482793693846414,0.03923895376085677,0.005933209018477708,0.04082446675907183,0.0002991533958896323,0.026205837479931795,0.0011068675647916398,5.549,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Manufacturing-dependent,0.554,0.042,0.106,0.062,0.306,0.17,0.082,0.07,0.192,0.224,12.246266206850729,1.98,8.44,158,1669.0,1740.0,0.504,0.252,0.108,0.06593406593406595,0.2867132867132867,0.3706293706293707,0.2767232767232768,12.690892417999999,5.554837116900001
314,ac1b619,c479f0c,6989.0,649.0,21.15,1.0,22.926,0.966056023648173,0.0008948500874741096,0.014166783969112591,0.004785939793681755,0.006193569144764624,0.0,0.007601198495847493,0.0003016348609463291,6.861,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Farm-dependent,0.531,0.062,0.184,0.055,0.308,,0.103,0.06,,0.292,10.81912680998182,,33.96,303,880.0,3590.0,0.506,0.193,0.22,0.121,0.442,0.298,0.139,10.615406685,9.611246592999999
315,5876167,52acab4,3775.0,346.0,19.67,1.0,23.765,0.7774432354548617,0.0007949520544542158,0.19669101207333434,0.0010930590748745468,0.0012917970884881007,0.0,0.02268594425398718,0.0,9.119,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.508,0.027,0.282,0.19,0.326,,0.116,0.07,,0.359,10.671751907616171,,59.11,367,3709.0,3689.0,0.507,0.248,0.185,0.16650049850448653,0.3888334995014955,0.2372881355932203,0.20737786640079758,16.558861578,10.866752910999999
316,d281769,9dda412,10689.0,957.0,20.109,7.0,29.619,0.9625372881186836,0.0010974429579080744,0.012540779982640448,0.001875629782606527,0.0,0.0006983727913960474,0.021250486366765436,0.0,7.53,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Mining-dependent,0.526,0.046,0.114,0.067,0.296,0.187,0.096,0.08,,0.25,10.82428557214767,,17.27,187,2760.0,1080.0,0.498,0.187,0.237,0.051,0.365,0.341,0.243,9.3014603293,13.115059064
317,cdcc58d,8036085,440.0,64.0,25.682,-1.0,32.228,0.9865980925750237,0.0,0.013401907424976283,0.0,0.0,0.0,0.0,0.0,2.344,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.586,0.042,0.292,0.224,0.246,,0.089,,,0.262,11.008121220353004,,,201,,,0.469,0.197,0.206,0.03196803196803197,0.5234765234765234,0.23776223776223773,0.20679320679320676,6.0544904137,6.0544904137
318,de93449,a952566,6601.0,908.0,41.761,1.0,40.688,0.8888721275204908,0.010509377985618745,0.013737617539095892,0.0,0.07091064514506965,0.0,0.015970231809724945,0.0,26.986,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.504,0.058,0.206,0.057,0.293,,0.1,0.06,,0.243,12.818214221154234,,,218,1810.0,6630.0,0.533,0.202,0.165,0.1813627254509018,0.40581162324649295,0.2474949899799599,0.1653306613226453,11.028023265,11.632298512
319,22b02e3,08f8fb4,18776.0,1658.0,18.612,7.0,33.734,0.9543635392199361,0.004365051362440396,0.01767190540036493,0.005030394064336623,0.0012197949534764156,0.0003024285008619212,0.015726282044819902,0.0013206044537637227,13.915,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.383,0.077,0.237,0.1,0.351,0.207,0.144,0.071,0.163,0.337,9.330676952190874,,25.54,290,4800.0,2380.0,0.502,0.173,0.273,0.153,0.447,0.287,0.113,7.9129049389,14.976101965
320,612dd09,a952566,13572.0,2744.0,47.158,234.0,31.246,0.47521007564719264,0.45772539470270057,0.04550807369114389,0.0013971777010438914,0.0013971777010438914,0.0,0.014071575417656334,0.004690525139218778,18.266,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.411,0.101,0.201,0.053,0.324,,0.136,0.111,,0.278,12.787317761633052,,19.19,398,,6769.0,0.549,0.219,0.203,0.22,0.296,0.308,0.176,12.694195358,14.834495738
321,73186ad,7572db1,337496.0,37222.0,24.608,501.0,32.822,0.7260745500259409,0.12349842359420522,0.11606537095422437,0.0030031528115895757,0.014626651235183781,0.000199545037314922,0.01524524085086004,0.001287065490681247,13.135,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.387,0.073,0.291,0.115,0.314,0.21,0.124,0.08,0.146,0.272,11.443588958777873,5.25,21.93,259,2879.0,1830.0,0.519,0.189,0.267,0.13972055888223553,0.36327345309381237,0.31736526946107785,0.17964071856287425,10.025500868,13.972875138
322,a3bca1d,c479f0c,17699.0,1836.0,21.377,6.0,25.764,0.9171506696205817,0.012105063569047763,0.05055585493882602,0.0006985609644133087,0.004191365786479852,0.0,0.013392411632038003,0.0019060734886134564,12.078,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Federal/State government-dependent,0.419,0.086,0.178,0.043,0.308,,0.099,0.08,,0.299,13.072557737828948,,16.47,307,2599.0,1359.0,0.5,0.211,0.191,0.15223880597014924,0.3114427860696517,0.32039800995024875,0.21592039800995022,10.730593607000001,13.641552510999999
323,c90c6cd,9d1e27d,22974.0,2492.0,29.476,51.0,26.153,0.9256200822782282,0.0029056995646443264,0.04796900587131046,0.001617605943204058,0.00893677357510884,0.0009985221871629988,0.007648679953668571,0.004303630626672525,13.59,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.434,0.065,0.265,0.076,0.339,0.353,0.122,0.079,,0.306,13.848398027893873,6.24,30.57,352,5689.0,4489.0,0.506,0.251,0.15,0.26152304609218435,0.43687374749499,0.20541082164328656,0.09619238476953908,14.178793266,12.774083097
324,f22a56d,20d32fc,34746.0,4339.0,32.628,127.0,35.162,0.5448536639184771,0.34572024633407555,0.07575575214138132,0.02117309582556017,0.0004011955627770757,0.0,0.008274658482277186,0.003821387735451646,22.854,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Manufacturing-dependent,0.412,0.094,0.265,0.089,0.364,0.207,0.147,0.099,,0.335,11.895345232497023,10.22,35.14,350,3219.0,3879.0,0.517,0.221,0.171,0.20741482965931862,0.3316633266533066,0.3216432865731463,0.13927855711422846,10.844954644000001,11.219913183
325,6db604d,1646cf6,48676.0,4624.0,20.508,53.0,28.924,0.9709608555125494,0.005007781014325047,0.010544271976377638,0.0019851562188260645,0.0023043773193408084,0.0,0.008599018395115917,0.000598539563465145,10.481,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.5,0.066,0.167,0.078,0.336,0.228,0.125,0.05,0.083,0.27,13.446337454428505,,23.5,281,2070.0,2609.0,0.499,0.21,0.196,0.14,0.506,0.219,0.135,9.547513158400001,11.118364682000001
326,0a5080f,5086a32,64431.0,7874.0,29.227,,28.373,0.9505403573137662,0.009152177380762481,0.01926144520657202,0.002302998883394481,0.004466422076886266,0.0010069389057265911,0.012472084862019459,0.0007975753708725474,10.949,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.453,0.066,0.141,0.041,0.319,0.192,0.099,0.07,0.189,0.262,11.507377435625582,,12.66,287,3290.0,2460.0,0.512,0.216,0.179,0.10120240480961926,0.34468937875751504,0.33066132264529063,0.22344689378757518,10.554007078,11.086405060999999
327,3b35803,c3dbf0a,8569.0,831.0,22.404,-1.0,28.278,0.7952214673777102,0.10733688855093199,0.03903068626371977,0.004212232483216104,0.0032117022021671488,0.0,0.050987023122254796,0.0,17.021,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Federal/State government-dependent,0.323,0.065,0.267,0.055,0.357,0.284,0.111,0.091,0.135,0.323,13.173821050833144,,27.76,288,10969.0,2169.0,0.394,0.146,0.144,0.2176529588766299,0.3630892678034102,0.25376128385155466,0.16549648946840523,8.284230791699999,9.217665247100001
328,f7e9a2d,9d0874a,8519.0,756.0,12.629,4.0,33.743,0.6024567004074672,0.36373640536548124,0.02150356409925942,0.0011995994725727938,0.0,0.0,0.01110373065521925,0.0,18.291,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.36,0.093,0.277,0.091,0.358,0.256,0.143,0.14,,0.323,12.561982714663818,,45.21,393,8799.0,8730.0,0.506,0.238,0.166,0.2304609218436874,0.3797595190380762,0.2835671342685371,0.10621242484969941,12.614542425,14.518624301
329,c700fe1,842bd12,9777.0,1138.0,27.403,1.0,31.103,0.9702767881067454,9.924277760685966e-05,0.013536714865575658,0.00019848555521371933,0.0015779601639490685,0.0,0.014310808530909162,0.0,9.591,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Recreation,0.467,0.076,0.216,0.136,0.258,0.181,0.087,0.05,0.168,0.242,9.628431173161223,,16.57,169,1369.0,639.0,0.48,0.184,0.192,0.0646766169154229,0.2855721393034826,0.3502487562189055,0.29950248756218906,9.797349559099999,6.0846697262000005
330,a876629,78e8330,1403.0,152.0,18.238,,16.153,0.8761437713055439,0.0,0.007066961704842213,0.07956063233857624,0.0,0.0,0.037228634651037616,0.0,6.099,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.511,0.028,0.184,0.092,0.337,,0.102,,,0.34,10.1720588029603,,,272,,,0.491,0.224,0.222,0.08091908091908093,0.4755244755244756,0.2817182817182817,0.16183816183816185,12.93568092,9.3424362199
331,8282823,7dd3518,100623.0,16090.0,42.227,,30.838,0.7197421177781537,0.041378555580981184,0.07405159634268886,0.0572275671319557,0.025808120504223417,0.005740665200823791,0.07605137746117341,0.0,5.38,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Federal/State government-dependent,0.469,0.057,0.25,0.114,0.29,0.195,0.06,0.06,0.2,0.223,,3.92,10.68,217,970.0,1370.0,0.47,0.249,0.071,0.055,0.235,0.392,0.318,16.975231549,4.3662014048
332,c1399f3,e899d7f,22365.0,2267.0,34.04,5.0,28.929,0.5514902179543372,0.41479061242379567,0.01084791010877794,0.012810296051320875,0.003317129537394908,0.0,0.006743833924373431,0.0,24.426,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and contains a town of 2,500  or more residents",Manufacturing-dependent,0.349,0.111,0.238,0.063,0.356,0.208,0.139,0.151,,0.347,12.916048882801649,10.96,40.2,328,4560.0,2840.0,0.521,0.244,0.166,0.19153225806451613,0.4465725806451613,0.23991935483870966,0.1219758064516129,10.259669512,11.122208099000002
333,5746c41,e74aca3,51216.0,6040.0,29.426,40.0,26.275,0.9563600841299429,0.012778979475882418,0.013496675671095784,0.0014952004066945107,0.007266673976535322,0.0002990400813389021,0.007406226014493476,0.0008971202440167063,7.497,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Micropolitan adjacent to a small metro area,Federal/State government-dependent,0.534,0.048,0.14,0.073,0.264,0.173,0.092,0.059,0.258,0.194,11.681207509008898,,18.21,256,3430.0,1819.0,0.478,0.21,0.162,0.0871743486973948,0.38677354709418843,0.31262525050100204,0.21342685370741485,10.36088475,9.4877764843
334,31b9123,4522abc,7714.0,865.0,24.734,0.0,28.828,0.6534610969706044,0.32778360033937215,0.0070669261865548725,0.0,0.002714977292009782,0.0,0.008973399211458802,0.0,20.516,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Recreation,0.438,0.083,0.274,0.129,0.357,0.443,0.138,0.109,,0.316,12.833049578318944,,32.25,345,7789.0,3930.0,0.509,0.191,0.193,0.18706467661691545,0.4228855721393035,0.2686567164179105,0.12139303482587066,8.629707113,10.983263597999999
335,09b6d8f,105e445,82272.0,13357.0,38.109,171.0,29.31,0.8639228101914669,0.031780491481984016,0.05137946630483944,0.0018995929443690637,0.017478265239459268,0.00020101512638826072,0.02989094929393437,0.0034474094175586715,6.646,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Federal/State government-dependent,0.54,0.066,0.118,0.033,0.219,0.126,0.077,0.07,0.209,0.202,10.300431813483792,,6.51,220,1180.0,1130.0,0.516,0.19,0.182,0.073,0.232,0.245,0.45,8.5253456221,8.9861751152
336,60123bb,a952566,12227.0,1855.0,31.335,36.0,31.23,0.5414233030997707,0.3653443636001196,0.07938801953553275,0.0006079936210505332,0.007903917073656933,0.0015847702581481113,0.00374763281172132,0.0,16.136,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area",Noncore adjacent to a large metro area,Nonspecialized,0.506,0.076,0.252,0.109,0.297,0.23,0.151,0.1,0.165,0.337,12.029435330787088,10.31,27.28,271,1040.0,820.0,0.529,0.196,0.235,0.20340681362725452,0.34168336673346694,0.24849699398797595,0.2064128256513026,11.286307054000002,16.348547718
337,b711ffb,e2f94fa,11833.0,818.0,17.158,1.0,18.333,0.9633182900465246,0.0005977464957111689,0.024388057025015692,0.0023909859828446754,0.002889108062603983,0.00019924883190372298,0.006216563555396157,0.0,5.554,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Farm-dependent,0.605,0.026,0.146,0.064,0.298,0.17,0.086,0.06,0.162,0.293,12.251481079945021,,14.78,244,2380.0,3890.0,0.502,0.272,0.167,0.09670987038883351,0.3708873379860419,0.3230309072781655,0.20937188434695914,14.715318475,8.3843093639
338,d0671bb,4522abc,9005.0,1100.0,33.927,0.0,44.096,0.5628736538480732,0.33590170970027844,0.07697144511093588,0.0,0.0022057429161717883,0.0,0.022047448424540636,0.0,30.972,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area","Noncore adjacent to a small metro with town of at least 2,500 residents",Nonspecialized,0.358,0.101,0.319,0.118,0.316,,0.135,0.11,,0.274,12.5850298335051,,21.04,330,,2029.0,0.527,0.226,0.145,0.28955223880597014,0.36616915422885576,0.22288557213930352,0.12139303482587066,10.794896957999999,11.88529059
339,b58c93f,5086a32,48354.0,4865.0,26.913,,31.648,0.9481190554117448,0.013022305533240103,0.015065409067015777,0.003183671040495105,0.011742886330050481,0.0,0.008073234351909705,0.0007934382655439515,12.328,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore adjacent to micro area and contains a town of 2,500-19,999 residents",Recreation,0.495,0.062,0.135,0.049,0.298,0.213,0.104,0.069,0.22,0.26,12.561417181629652,,15.91,261,4070.0,3040.0,0.491,0.21,0.159,0.11523046092184369,0.38577154308617234,0.2975951903807615,0.20140280561122245,10.295499635,9.3139814138
340,769f539,b795815,5359.0,614.0,21.254,2.0,19.005,0.9780528867964473,0.0013206577077011482,0.01701732985190487,0.0,0.0015021221255532141,0.0005948000362928834,0.0015122034821005513,0.0,6.783,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.565,0.026,0.146,0.07,0.282,0.126,0.093,0.06,0.192,0.305,11.507815279048012,,30.51,194,2759.0,669.0,0.5,0.224,0.214,0.06693306693306694,0.4195804195804196,0.3466533466533467,0.16683316683316687,10.260236918,13.245033113
341,2395097,1646cf6,46585.0,5430.0,29.379,105.0,26.867,0.9647520364159081,0.007057578661555663,0.012997125059894588,0.00029947292764734073,0.004761619549592718,0.0001996486184315605,0.009932518766970135,0.0,10.989,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Manufacturing-dependent,0.451,0.063,0.175,0.083,0.302,0.16,0.109,0.07,0.109,0.267,12.765804963301393,,15.579999999999998,247,3380.0,2230.0,0.514,0.227,0.197,0.17753259779338013,0.5025075225677031,0.20361083249749248,0.11634904714142427,11.836730317999999,11.429306629000001
342,3b11789,9d1e27d,102469.0,14010.0,34.975,,31.374,0.8713727206708912,0.04551197238442943,0.05370910139967967,0.0010942769316474835,0.010306099101698118,0.0,0.015906807397312057,0.002099022114341991,15.117,"Metro - Counties in metro areas of fewer than 250,000 population",Small-in a metro area with fewer than 1 million residents,Manufacturing-dependent,0.481,0.059,0.229,0.059,0.301,0.254,0.13,0.09,0.072,0.337,13.500605758708678,2.43,15.8,326,2250.0,1850.0,0.51,0.226,0.149,0.1741741741741742,0.32132132132132135,0.30430430430430433,0.20020020020020024,11.972539330999998,9.4530326852
343,2c5638f,4522abc,25669.0,3355.0,28.317,68.0,29.401,0.8298852660657754,0.12216441836549513,0.028975863529127094,0.0032363438388482244,0.004204222370092553,0.0,0.011533885830661584,0.0,12.531,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Nonspecialized,0.444,0.075,0.266,0.1,0.314,0.18,0.151,0.101,,0.267,13.396118609529193,,28.89,323,2929.0,1519.0,0.519,0.222,0.171,0.19959879638916753,0.3831494483450351,0.25576730190571717,0.16148445336008024,11.968763489,11.497861319
344,f02b92d,e899d7f,23951.0,2485.0,23.741,18.0,26.517,0.9424111242293061,0.005106005106005107,0.027850936941846035,0.0029263665627301994,0.0018163654527290892,0.0,0.01988920170738353,0.0,15.837,"Nonmetro - Urban population of 2,500 to 19,999, adjacent to a metro area",Noncore adjacent to a large metro area,Manufacturing-dependent,0.398,0.086,0.227,0.055,0.359,0.229,0.12,0.101,0.111,0.352,12.38123341743671,,37.78,310,6100.0,3039.0,0.509,0.212,0.191,0.2547642928786359,0.3390170511534604,0.2918756268806419,0.1143430290872618,10.241950532,12.439616031
345,87d898f,9dda412,136285.0,8056.0,17.028,,28.399,0.8318683977098622,0.028546084993145714,0.04751632932827998,0.0065317313119909685,0.05908797677606645,0.00020159664543182,0.025643093298927506,0.00060478993629546,4.148,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.558,0.036,0.09,0.053,0.239,0.131,0.062,0.06,0.223,0.187,12.409090803781245,,9.07,183,2350.0,1630.0,0.505,0.292,0.086,0.053,0.236,0.329,0.382,13.642732302,4.2322081149
346,1729011,842bd12,3805.0,521.0,27.336,-1.0,28.744,0.8711727499798566,0.0008057368463459835,0.04091128837321731,0.03809120941100637,0.0058516638465877045,0.0033941664652324555,0.039773185077753605,0.0,10.826,"Nonmetro - Completely rural or less than 2,500 urban population, adjacent to a metro area","Noncore adjacent to a small metro and does not contain a town of at least 2,500 residents",Farm-dependent,0.414,0.046,0.266,0.122,0.294,0.161,0.108,,0.278,0.236,10.692946327259826,,42.07,219,1980.0,3820.0,0.498,0.223,0.23,0.11365902293120637,0.3419740777666999,0.3918245264207378,0.15254237288135591,10.464355787999999,10.725964682999999
347,8698367,4522abc,47722.0,6832.0,36.439,310.0,35.423,0.5943640822864008,0.35977776665498773,0.025176435257019875,0.001101156214024726,0.010601131187747134,0.0,0.008679113068722159,0.00030031533109765255,22.247,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.396,0.093,0.24,0.086,0.352,0.21,0.119,0.11,0.091,0.306,12.70322090831142,5.3,16.7,351,2450.0,1019.0,0.522,0.251,0.154,0.19004975124378112,0.4378109452736319,0.22189054726368163,0.1502487562189055,13.097016094,11.384168695
348,231139d,a952566,331005.0,28433.0,23.496,2545.0,29.494,0.6366330586621544,0.22348488641028463,0.07710483895191084,0.0023128447991028964,0.03453247494418134,0.0004004926059052634,0.023008300209257385,0.0025231034172031597,5.008,Metro - Counties in metro areas of 1 million population or more,Large-in a metro area with at least 1 million residents or more,Nonspecialized,0.539,0.051,0.16,0.061,0.285,0.158,0.099,0.08,0.143,0.214,12.366254012519272,4.73,8.69,220,1530.0,1119.0,0.519,0.251,0.115,0.0897308075772682,0.24227318045862414,0.3000997008973081,0.36789631106679965,11.403102395,6.455500346699999
349,ce32b8b,c3dbf0a,68420.0,8223.0,26.55,365.0,28.718,0.9457423134112387,0.0176334986577784,0.014729509914477034,0.0018062610396479288,0.005289051663057471,0.0011875417884978097,0.013611823525302625,0.0,12.394,"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Federal/State government-dependent,0.467,0.054,0.246,0.05,0.322,0.219,0.13,0.09,0.074,0.332,13.37530459050836,4.44,17.4,310,1449.0,960.0,0.512,0.216,0.171,0.12612612612612611,0.3923923923923924,0.27927927927927926,0.2022022022022022,11.891279727999999,11.702529255999998
350,b3b6231,9d1e27d,22656.0,1951.0,18.94,36.0,28.578,0.9533470399709741,0.007689826852915684,0.02631472858841789,0.0006047046018020196,0.0023381911269678094,0.0,0.009705508858922416,0.0,16.026,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.404,0.08,0.229,0.069,0.3,0.261,0.117,0.091,,0.385,13.339565180721404,,34.75,311,7610.0,7580.0,0.502,0.217,0.173,0.21812749003984064,0.45219123505976094,0.21912350597609562,0.11055776892430279,10.41506449,13.227571355999999
351,fdb861d,9e0007d,24328.0,3372.0,31.905,,31.827,0.5928442795029203,0.353477867213229,0.026804103196792266,0.003014715392957705,0.007024386361148975,0.0,0.005233466325728557,0.011601182007223378,19.278,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area",Micropolitan not adjacent to a metro area,Manufacturing-dependent,0.391,0.071,0.235,0.059,0.333,0.161,0.127,0.101,,0.306,11.27692575269692,11.07,20.26,379,2900.0,1869.0,0.521,0.222,0.163,0.15637450199203187,0.38247011952191234,0.2599601593625498,0.201195219123506,12.610601174000001,11.783676507000001
352,fc3bf3d,9d1e27d,14584.0,1592.0,25.815,19.0,29.47,0.8644740687000596,0.002116018258214685,0.03422911439597755,0.009048497123222797,0.0,0.0,0.08820773253529215,0.0019245689872333567,12.584,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.392,0.074,0.219,0.057,0.35,0.298,0.118,0.11,,0.346,13.627101648374172,,37.11,278,4870.0,4780.0,0.507,0.23,0.177,0.17953861584754263,0.4022066198595788,0.28786359077231694,0.13039117352056168,9.7839380351,11.550482403
353,e5b30cb,9e0007d,78396.0,10009.0,31.504,,29.667,0.8857463344283311,0.04527882381219454,0.04058168415992308,0.0016124509254066182,0.005578479288518548,0.00020030446278343082,0.02100192292284272,0.0,14.862,"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area",Micropolitan adjacent to a small metro area,Nonspecialized,0.431,0.071,0.26,0.059,0.336,0.174,0.107,0.081,0.096,0.279,12.099783738116379,2.68,24.96,350,3140.0,2049.0,0.507,0.237,0.144,0.1675025075225677,0.37612838515546637,0.2617853560682046,0.19458375125376126,12.687141703,10.841970643
354,d5e95f5,0f8930b,10472.0,528.0,10.963,2.0,29.041,0.9628747071427142,0.0027233224533931397,0.013666673341476601,0.002513065940447346,0.0035843729349806764,0.0004004885960872264,0.013436392398726448,0.0008009771921744528,10.26,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Recreation,0.369,0.106,0.211,0.074,0.299,0.296,0.145,0.071,0.259,0.283,11.424611229699273,,21.72,275,10759.0,2160.0,0.497,0.141,0.337,0.11397423191278495,0.39940535183349857,0.34390485629335976,0.14271555996035679,6.2821245003,17.037883114
355,4def73f,e74aca3,16375.0,1781.0,24.874,14.0,29.374,0.7771989760854192,0.006912419446408828,0.020816940407772985,0.16428450482574528,0.0038944611002101615,0.00039841034273249736,0.026295082620344825,0.00019920517136624868,11.427,"Nonmetro - Urban population of 2,500 to 19,999, not adjacent to a metro area","Noncore not adjacent to a metro/micro area and does not contain a town of at least 2,500 residents",Recreation,0.487,0.089,0.169,0.068,0.265,0.268,0.095,0.059,0.249,0.229,11.16277983351873,,32.54,256,1290.0,820.0,0.494,0.204,0.222,0.08955223880597016,0.34427860696517415,0.3393034825870647,0.22686567164179108,9.7818822529,13.791846406
356,0317131,4cd9667,3607.0,349.0,7.279,0.0,32.566,0.798958726625996,0.0067265465095483175,0.17560558790215205,0.005236174313931999,0.0032887546449933427,0.0,0.010184210003378175,0.0,6.702,"Nonmetro - Completely rural or less than 2,500 urban population, not adjacent to a metro area","Noncore adjacent to micro area and does not contain a town of at least 2,500 residents",Farm-dependent,0.332,0.083,0.321,0.155,0.247,0.212,0.096,0.131,0.125,0.246,9.614237687276491,,,174,,1859.0,0.482,0.144,0.318,0.0588235294117647,0.36390827517447655,0.3170488534396809,0.26021934197407776,6.181511660599999,8.7103118854
357,1135567,b44cfe6,101870.0,14661.0,37.538,,32.796,0.6506656069938406,0.2398768130339758,0.048797933637989274,0.001192131929266839,0.030180806675938802,0.00019868865487780648,0.027399165507649516,0.0016888535664613552,11.047,"Metro - Counties in metro areas of 250,000 to 1 million population",Small-in a metro area with fewer than 1 million residents,Nonspecialized,0.492,0.077,0.174,0.057,0.339,0.187,0.111,0.09,0.134,0.287,11.78454993339831,6.19,16.18,315,1419.0,1350.0,0.52,0.22,0.137,0.12060301507537687,0.3185929648241206,0.27537688442211056,0.2854271356783919,11.961557077,9.3242856155
